W(MeV)	Re(+)+	Im(+)+	Re(+)-	Im(+)-
      	   -0.006	    0.001	   -0.027	   -0.011
      	   -0.003	    0.000	    0.080	    0.001
      	    0.064	    0.000	    0.003	    0.001
      	    0.001	    0.000	   -0.002	    0.000
      	    0.001	    0.000	   -0.019	    0.000
      	   -0.013	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1250.0	    2.044	    0.464	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.672	    0.966	    0.000	    0.000
      	    0.312	   -0.150	    0.000	    0.000
      	   -3.377	   10.807	   -2.614	   -0.080
      	    0.384	   -0.708	    1.613	    0.312
      	    0.012	    0.001	   -0.446	    0.003
      	   -0.182	    0.004	    0.110	    0.009
      	   -0.006	    0.001	   -0.031	   -0.012
      	   -0.003	    0.000	    0.081	    0.001
      	    0.065	    0.000	    0.004	    0.001
      	    0.001	    0.000	   -0.002	    0.000
      	    0.001	    0.000	   -0.019	    0.000
      	   -0.013	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1255.0	    2.022	    0.473	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.684	    0.987	    0.000	    0.000
      	    0.312	   -0.114	    0.000	    0.000
      	   -3.866	   10.072	   -2.583	   -0.096
      	    0.410	   -0.633	    1.653	    0.351
      	    0.012	    0.001	   -0.450	    0.003
      	   -0.181	    0.004	    0.114	    0.010
      	   -0.006	    0.001	   -0.034	   -0.013
      	   -0.003	    0.000	    0.083	    0.001
      	    0.066	    0.000	    0.004	    0.001
      	    0.001	    0.000	   -0.001	    0.000
      	    0.001	    0.000	   -0.019	    0.000
      	   -0.013	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1260.0	    2.000	    0.483	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.695	    1.006	    0.000	    0.000
      	    0.307	   -0.082	    0.000	    0.000
      	   -4.234	    9.364	   -2.551	   -0.114
      	    0.425	   -0.564	    1.693	    0.394
      	    0.012	    0.001	   -0.453	    0.003
      	   -0.180	    0.004	    0.118	    0.011
      	   -0.006	    0.001	   -0.038	   -0.014
      	   -0.003	    0.000	    0.084	    0.001
      	    0.068	    0.000	    0.005	    0.001
      	    0.001	    0.000	   -0.001	    0.000
      	    0.001	    0.000	   -0.020	    0.000
      	   -0.014	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1265.0	    1.980	    0.492	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.705	    1.026	    0.000	    0.000
      	    0.300	   -0.054	    0.000	    0.000
      	   -4.502	    8.694	   -2.517	   -0.132
      	    0.433	   -0.501	    1.732	    0.440
      	    0.012	    0.001	   -0.456	    0.003
      	   -0.179	    0.004	    0.122	    0.012
      	   -0.006	    0.001	   -0.042	   -0.015
      	   -0.003	    0.000	    0.085	    0.001
      	    0.069	    0.000	    0.005	    0.001
      	    0.001	    0.000	   -0.001	    0.000
      	    0.001	    0.000	   -0.020	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1270.0	    1.960	    0.502	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.715	    1.044	    0.000	    0.000
      	    0.292	   -0.029	    0.000	    0.000
      	   -4.688	    8.068	   -2.482	   -0.152
      	    0.434	   -0.443	    1.771	    0.490
      	    0.012	    0.001	   -0.459	    0.004
      	   -0.178	    0.005	    0.126	    0.013
      	   -0.006	    0.001	   -0.046	   -0.016
      	   -0.003	    0.000	    0.086	    0.001
      	    0.070	    0.001	    0.006	    0.001
      	    0.001	    0.000	   -0.001	    0.000
      	    0.001	    0.000	   -0.020	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1275.0	    1.942	    0.512	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.725	    1.063	    0.000	    0.000
      	    0.282	   -0.008	    0.000	    0.000
      	   -4.810	    7.487	   -2.444	   -0.172
      	    0.432	   -0.392	    1.809	    0.544
      	    0.012	    0.001	   -0.461	    0.004
      	   -0.177	    0.005	    0.130	    0.015
      	   -0.006	    0.001	   -0.050	   -0.018
      	   -0.002	    0.000	    0.087	    0.001
      	    0.071	    0.001	    0.006	    0.001
      	    0.001	    0.000	   -0.001	    0.000
      	    0.001	    0.000	   -0.021	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.005	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1280.0	    1.924	    0.522	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.735	    1.081	    0.000	    0.000
      	    0.272	    0.011	    0.000	    0.000
      	   -4.879	    6.952	   -2.406	   -0.193
      	    0.426	   -0.346	    1.845	    0.602
      	    0.011	    0.001	   -0.463	    0.004
      	   -0.175	    0.005	    0.134	    0.016
      	   -0.006	    0.001	   -0.054	   -0.019
      	   -0.002	    0.000	    0.088	    0.001
      	    0.072	    0.001	    0.007	    0.001
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.021	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.004	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1285.0	    1.908	    0.532	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.744	    1.099	    0.000	    0.000
      	    0.261	    0.027	    0.000	    0.000
      	   -4.907	    6.460	   -2.365	   -0.214
      	    0.417	   -0.305	    1.878	    0.664
      	    0.011	    0.001	   -0.466	    0.004
      	   -0.173	    0.005	    0.138	    0.018
      	   -0.005	    0.001	   -0.059	   -0.021
      	   -0.002	    0.000	    0.089	    0.001
      	    0.073	    0.001	    0.008	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.021	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1290.0	    1.893	    0.542	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.753	    1.117	    0.000	    0.000
      	    0.250	    0.040	    0.000	    0.000
      	   -4.904	    6.009	   -2.322	   -0.236
      	    0.407	   -0.268	    1.909	    0.732
      	    0.011	    0.001	   -0.467	    0.005
      	   -0.172	    0.006	    0.143	    0.020
      	   -0.005	    0.002	   -0.063	   -0.022
      	   -0.002	    0.000	    0.090	    0.001
      	    0.074	    0.001	    0.008	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.021	    0.000
      	   -0.014	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1295.0	    1.879	    0.553	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.762	    1.134	    0.000	    0.000
      	    0.239	    0.052	    0.000	    0.000
      	   -4.875	    5.594	   -2.277	   -0.258
      	    0.396	   -0.235	    1.936	    0.805
      	    0.011	    0.001	   -0.469	    0.005
      	   -0.170	    0.006	    0.148	    0.022
      	   -0.005	    0.002	   -0.068	   -0.024
      	   -0.002	    0.000	    0.091	    0.001
      	    0.075	    0.001	    0.009	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.022	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1300.0	    1.866	    0.568	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.770	    1.150	    0.000	    0.000
      	    0.229	    0.062	    0.000	    0.000
      	   -4.834	    5.209	   -2.230	   -0.280
      	    0.384	   -0.205	    1.960	    0.883
      	    0.011	    0.002	   -0.471	    0.006
      	   -0.168	    0.006	    0.152	    0.024
      	   -0.005	    0.002	   -0.073	   -0.026
      	   -0.002	    0.000	    0.092	    0.001
      	    0.076	    0.001	    0.010	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.022	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1305.0	    1.854	    0.579	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.778	    1.166	    0.000	    0.000
      	    0.219	    0.070	    0.000	    0.000
      	   -4.770	    4.862	   -2.180	   -0.302
      	    0.372	   -0.179	    1.978	    0.964
      	    0.011	    0.002	   -0.472	    0.006
      	   -0.166	    0.006	    0.157	    0.027
      	   -0.005	    0.002	   -0.078	   -0.028
      	   -0.002	    0.000	    0.093	    0.001
      	    0.077	    0.001	    0.011	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.022	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1310.0	    1.844	    0.591	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.786	    1.182	    0.000	    0.000
      	    0.209	    0.077	    0.000	    0.000
      	   -4.695	    4.543	   -2.128	   -0.324
      	    0.359	   -0.156	    1.991	    1.050
      	    0.011	    0.002	   -0.473	    0.006
      	   -0.164	    0.007	    0.163	    0.029
      	   -0.005	    0.002	   -0.084	   -0.030
      	   -0.002	    0.000	    0.093	    0.001
      	    0.078	    0.001	    0.012	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.022	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1315.0	    1.835	    0.602	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.794	    1.197	    0.000	    0.000
      	    0.200	    0.084	    0.000	    0.000
      	   -4.611	    4.249	   -2.074	   -0.344
      	    0.346	   -0.135	    1.996	    1.141
      	    0.011	    0.002	   -0.474	    0.007
      	   -0.162	    0.007	    0.168	    0.032
      	   -0.005	    0.002	   -0.089	   -0.032
      	   -0.002	    0.000	    0.094	    0.001
      	    0.079	    0.001	    0.012	    0.002
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1320.0	    1.827	    0.615	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.802	    1.212	    0.000	    0.000
      	    0.191	    0.089	    0.000	    0.000
      	   -4.521	    3.978	   -2.016	   -0.363
      	    0.333	   -0.116	    1.994	    1.235
      	    0.010	    0.002	   -0.474	    0.007
      	   -0.160	    0.007	    0.174	    0.035
      	   -0.005	    0.002	   -0.095	   -0.034
      	   -0.002	    0.000	    0.095	    0.001
      	    0.080	    0.001	    0.013	    0.003
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.002	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1325.0	    1.820	    0.628	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.810	    1.227	    0.000	    0.000
      	    0.182	    0.093	    0.000	    0.000
      	   -4.428	    3.728	   -1.957	   -0.381
      	    0.321	   -0.099	    1.983	    1.333
      	    0.010	    0.002	   -0.475	    0.007
      	   -0.158	    0.008	    0.180	    0.039
      	   -0.005	    0.002	   -0.101	   -0.037
      	   -0.002	    0.000	    0.096	    0.002
      	    0.081	    0.001	    0.014	    0.003
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1330.0	    1.815	    0.641	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.818	    1.241	    0.000	    0.000
      	    0.174	    0.097	    0.000	    0.000
      	   -4.330	    3.496	   -1.895	   -0.397
      	    0.309	   -0.084	    1.962	    1.433
      	    0.010	    0.002	   -0.475	    0.008
      	   -0.156	    0.008	    0.186	    0.043
      	   -0.005	    0.003	   -0.107	   -0.040
      	   -0.002	    0.000	    0.097	    0.002
      	    0.081	    0.001	    0.015	    0.003
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1335.0	    1.811	    0.655	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.826	    1.255	    0.000	    0.000
      	    0.166	    0.100	    0.000	    0.000
      	   -4.231	    3.282	   -1.830	   -0.409
      	    0.297	   -0.070	    1.930	    1.534
      	    0.010	    0.002	   -0.476	    0.008
      	   -0.153	    0.008	    0.193	    0.047
      	   -0.005	    0.003	   -0.114	   -0.043
      	   -0.002	    0.000	    0.098	    0.002
      	    0.082	    0.001	    0.017	    0.003
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1340.0	    1.809	    0.669	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.833	    1.268	    0.000	    0.000
      	    0.159	    0.102	    0.000	    0.000
      	   -4.129	    3.082	   -1.764	   -0.418
      	    0.285	   -0.057	    1.887	    1.635
      	    0.010	    0.003	   -0.476	    0.009
      	   -0.151	    0.008	    0.199	    0.051
      	   -0.005	    0.003	   -0.121	   -0.046
      	   -0.002	    0.000	    0.099	    0.002
      	    0.083	    0.001	    0.018	    0.004
      	    0.001	    0.000	   -0.001	   -0.001
      	    0.001	    0.000	   -0.023	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1345.0	    1.808	    0.684	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.842	    1.280	    0.000	    0.000
      	    0.152	    0.104	    0.000	    0.000
      	   -4.028	    2.897	   -1.696	   -0.423
      	    0.274	   -0.046	    1.833	    1.734
      	    0.010	    0.003	   -0.475	    0.010
      	   -0.148	    0.009	    0.206	    0.056
      	   -0.005	    0.003	   -0.128	   -0.050
      	   -0.002	    0.000	    0.099	    0.002
      	    0.084	    0.002	    0.019	    0.004
      	    0.001	    0.000	   -0.002	   -0.001
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.001	    0.000
      	    0.000	    0.000	    0.006	    0.000
      	    0.005	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1350.0	    1.809	    0.699	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.850	    1.292	    0.000	    0.000
      	    0.145	    0.106	    0.000	    0.000
      	   -3.927	    2.724	   -1.628	   -0.425
      	    0.263	   -0.036	    1.768	    1.828
      	    0.010	    0.003	   -0.475	    0.010
      	   -0.146	    0.009	    0.214	    0.061
      	   -0.005	    0.003	   -0.135	   -0.054
      	   -0.002	    0.000	    0.100	    0.002
      	    0.085	    0.002	    0.020	    0.004
      	    0.001	    0.000	   -0.002	   -0.002
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1355.0	    1.811	    0.715	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.858	    1.303	    0.000	    0.000
      	    0.139	    0.107	    0.000	    0.000
      	   -3.825	    2.562	   -1.559	   -0.421
      	    0.252	   -0.027	    1.692	    1.917
      	    0.010	    0.003	   -0.474	    0.011
      	   -0.143	    0.009	    0.222	    0.067
      	   -0.005	    0.003	   -0.143	   -0.058
      	   -0.002	    0.000	    0.101	    0.002
      	    0.086	    0.002	    0.021	    0.004
      	    0.001	    0.000	   -0.002	   -0.002
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1360.0	    1.816	    0.732	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.866	    1.314	    0.000	    0.000
      	    0.133	    0.107	    0.000	    0.000
      	   -3.724	    2.411	   -1.492	   -0.413
      	    0.241	   -0.019	    1.606	    2.000
      	    0.010	    0.003	   -0.474	    0.012
      	   -0.141	    0.010	    0.230	    0.074
      	   -0.005	    0.003	   -0.151	   -0.063
      	   -0.002	    0.000	    0.102	    0.002
      	    0.087	    0.002	    0.023	    0.005
      	    0.001	    0.000	   -0.002	   -0.002
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
1365.0	    1.822	    0.750	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.875	    1.325	    0.000	    0.000
      	    0.127	    0.108	    0.000	    0.000
      	   -3.624	    2.269	   -1.425	   -0.400
      	    0.231	   -0.012	    1.511	    2.073
      	    0.010	    0.003	   -0.473	    0.013
      	   -0.138	    0.010	    0.238	    0.081
      	   -0.005	    0.004	   -0.160	   -0.068
      	   -0.002	    0.000	    0.103	    0.003
      	    0.088	    0.002	    0.024	    0.005
      	    0.001	    0.000	   -0.002	   -0.002
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1370.0	    1.830	    0.769	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.885	    1.335	    0.000	    0.000
      	    0.121	    0.108	    0.000	    0.000
      	   -3.525	    2.137	   -1.362	   -0.383
      	    0.221	   -0.005	    1.410	    2.135
      	    0.009	    0.003	   -0.471	    0.014
      	   -0.135	    0.010	    0.247	    0.089
      	   -0.005	    0.004	   -0.168	   -0.073
      	   -0.002	    0.000	    0.104	    0.003
      	    0.089	    0.002	    0.026	    0.005
      	    0.001	    0.000	   -0.003	   -0.002
      	    0.001	    0.000	   -0.024	    0.000
      	   -0.015	    0.000	    0.003	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1375.0	    1.840	    0.788	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.894	    1.344	    0.000	    0.000
      	    0.116	    0.108	    0.000	    0.000
      	   -3.427	    2.012	   -1.301	   -0.362
      	    0.212	    0.001	    1.305	    2.186
      	    0.009	    0.004	   -0.470	    0.016
      	   -0.132	    0.011	    0.257	    0.097
      	   -0.005	    0.004	   -0.178	   -0.080
      	   -0.002	    0.000	    0.104	    0.003
      	    0.090	    0.002	    0.027	    0.006
      	    0.001	    0.000	   -0.003	   -0.002
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1380.0	    1.852	    0.809	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.905	    1.352	    0.000	    0.000
      	    0.111	    0.108	    0.000	    0.000
      	   -3.331	    1.895	   -1.245	   -0.339
      	    0.202	    0.006	    1.199	    2.224
      	    0.009	    0.004	   -0.469	    0.017
      	   -0.130	    0.011	    0.267	    0.107
      	   -0.004	    0.004	   -0.187	   -0.086
      	   -0.002	    0.000	    0.105	    0.003
      	    0.091	    0.002	    0.029	    0.006
      	    0.000	    0.000	   -0.003	   -0.003
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1385.0	    1.867	    0.831	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.916	    1.359	    0.000	    0.000
      	    0.106	    0.107	    0.000	    0.000
      	   -3.236	    1.784	   -1.192	   -0.313
      	    0.194	    0.011	    1.091	    2.251
      	    0.009	    0.004	   -0.467	    0.019
      	   -0.127	    0.011	    0.277	    0.117
      	   -0.004	    0.004	   -0.197	   -0.094
      	   -0.002	    0.000	    0.106	    0.003
      	    0.091	    0.002	    0.030	    0.007
      	    0.000	    0.000	   -0.004	   -0.003
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1390.0	    1.884	    0.855	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.927	    1.365	    0.000	    0.000
      	    0.102	    0.107	    0.000	    0.000
      	   -3.142	    1.679	   -1.144	   -0.286
      	    0.185	    0.015	    0.986	    2.265
      	    0.009	    0.004	   -0.465	    0.021
      	   -0.124	    0.012	    0.288	    0.129
      	   -0.004	    0.005	   -0.207	   -0.102
      	   -0.002	    0.000	    0.107	    0.004
      	    0.092	    0.003	    0.032	    0.007
      	    0.000	    0.000	   -0.004	   -0.003
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1395.0	    1.903	    0.881	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.940	    1.372	    0.000	    0.000
      	    0.098	    0.106	    0.000	    0.000
      	   -3.050	    1.581	   -1.100	   -0.258
      	    0.176	    0.019	    0.883	    2.269
      	    0.009	    0.004	   -0.463	    0.023
      	   -0.121	    0.012	    0.299	    0.142
      	   -0.004	    0.005	   -0.218	   -0.111
      	   -0.002	    0.000	    0.108	    0.004
      	    0.093	    0.003	    0.034	    0.007
      	    0.000	    0.000	   -0.005	   -0.003
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1400.0	    1.926	    0.908	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.953	    1.377	    0.000	    0.000
      	    0.094	    0.105	    0.000	    0.000
      	   -2.959	    1.488	   -1.060	   -0.230
      	    0.168	    0.022	    0.785	    2.262
      	    0.009	    0.005	   -0.461	    0.026
      	   -0.118	    0.013	    0.311	    0.156
      	   -0.004	    0.005	   -0.229	   -0.121
      	   -0.002	    0.000	    0.109	    0.004
      	    0.094	    0.003	    0.036	    0.008
      	    0.000	    0.000	   -0.005	   -0.003
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.002	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1405.0	    1.952	    0.938	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.968	    1.381	    0.000	    0.000
      	    0.090	    0.104	    0.000	    0.000
      	   -2.869	    1.400	   -1.025	   -0.203
      	    0.160	    0.025	    0.693	    2.247
      	    0.009	    0.005	   -0.459	    0.030
      	   -0.115	    0.013	    0.324	    0.172
      	   -0.004	    0.005	   -0.240	   -0.132
      	   -0.002	   -0.001	    0.110	    0.004
      	    0.095	    0.003	    0.038	    0.009
      	    0.000	    0.000	   -0.006	   -0.004
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1410.0	    1.981	    0.970	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.984	    1.383	    0.000	    0.000
      	    0.086	    0.103	    0.000	    0.000
      	   -2.781	    1.316	   -0.992	   -0.176
      	    0.152	    0.028	    0.608	    2.223
      	    0.009	    0.005	   -0.457	    0.034
      	   -0.112	    0.013	    0.336	    0.190
      	   -0.004	    0.006	   -0.252	   -0.145
      	   -0.002	   -0.001	    0.111	    0.005
      	    0.096	    0.003	    0.040	    0.009
      	    0.000	    0.000	   -0.006	   -0.004
      	    0.001	    0.000	   -0.025	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1415.0	    2.014	    1.005	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
